nama_produk,harga,lokasi,rating,terjual
CINCIN BUBBLE BOBBA UNLIMITED BOLD - EMAS 18K - BUNGA TANJUNG GOLD,6.930.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG BANGLE POLOS WAVE B - EMAS 17K - BUNGA TANJUNG GOLD,25.040.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG SERUT KENIA BLINK DISCO - EMAS 17K - BUNGA TANJUNG GOLD,6.086.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG BANGLE TINJU TETES BS  - EMAS 17K - BUNGA TANJUNG GOLD,27.076.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG BANGLE KIDS ANAK MICKEY HAT - EMAS 17K - BUNGA TANJUNG GOLD,4.471.000,,4.9 Penilaian Toko,
GELANG BANGLE T - EMAS 17K - BUNGA TANJUNG GOLD,19.908.000,Pilih Lokal,4.7,17 terjual
GELANG SERUT MOON BALL ARSIR - EMAS 17K - BUNGA TANJUNG GOLD,4.099.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG BANGLE PEARLY A -  EMAS 17K - BUNGA TANJUNG GOLD,8.915.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG PITA C BOLD - EMAS 18K - BUNGA TANJUNG GOLD,7.743.000,Pilih Lokal,5.0,2 terjual
GELANG BANGLE HOLLOW PAPERCLIP B - EMAS 17K - BUNGA TANJUNG GOLD,41.952.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG SERUT TETES SHIMMER BLINK - EMAS 17K - BUNGA TANJUNG GOLD,8.259.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG BANGLE HOLLOW LUXURY - EMAS 17K - BUNGA TANJUNG GOLD,19.403.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG RANTAI PAPERCLIP CHRISTMAS - EMAS 17K - BUNGA TANJUNG GOLD,17.015.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG CLOVER BUNGA 1 HITAM B - EMAS 17K - BUNGA TANJUNG GOLD,5.166.000,Pilih Lokal,4.8,11 terjual
GELANG RANTAI CHRISTMAS LY A - EMAS 17K - BUNGA TANJUNG GOLD,10.126.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG BANGLE POLOS CLOVER RINGAN - EMAS 17K - BUNGA TANJUNG GOLD,9.315.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG RANTAI PLAT BULAT C - EMAS 17K - BUNGA TANJUNG GOLD,14.945.000,Pilih Lokal,5.0,3 terjual
GELANG KIDS ANAK BANGLE CINDERELLA - EMAS 17K - BUNGA TANJUNG GOLD,5.244.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG CHOKER GELOMBANG - EMAS 17K - BUNGA TANJUNG GOLD,6.334.000,Pilih Lokal,4.9,36 terjual
GELANG VAR 54 - EMAS 17K - BUNGA TANJUNG GOLD,7.872.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG SANRIO LITTLE TWIN STAR B - EMAS 17K - BUNGA TANJUNG GOLD,5.589.000,,4.9 Penilaian Toko,
GELANG KIDS ANAK KUROMI C - EMAS 17K - BUNGA TANJUNG GOLD,6.210.000,,4.9 Penilaian Toko,
GELANG RANTAI CHRISTMAS LY B - EMAS 17K - BUNGA TANJUNG GOLD,10.783.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG KIDS ANAK BANGLE BELLE - EMAS 17K - BUNGA TANJUNG GOLD,5.900.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG SERUT TWIN PAKU - EMAS 17K - BUNGA TANJUNG GOLD,7.933.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG BANGLE KIANA CLOVER - EMAS 17K - BUNGA TANJUNG GOLD,9.688.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG KIDS ANAK HELLO KITTY PITBELL - EMAS 17K - BUNGA TANJUNG GOLD,5.837.000,,4.9 Penilaian Toko,
GELANG MAGNOLIA TWIST - EMAS 17K - BUNGA TANJUNG GOLD,19.624.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG BANGLE HERME SIMPUL BOLD - EMAS 18K - BUNGA TANJUNG GOLD,13.421.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG KIDS ANAK BANGLE ELSA - EMAS 17K - BUNGA TANJUNG GOLD,6.031.000,Pilih Lokal,5.0,1 terjual
GELANG RUMBAI SWEET RIBBON KEY - EMAS 17K - BUNGA TANJUNG GOLD,21.991.000,,4.9 Penilaian Toko,
GELANG VAR 29 - EMAS 17K - BUNGA TANJUNG GOLD,5.879.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG OMBRE BINTANG - EMAS 17K - BUNGA TANJUNG GOLD,5.768.000,,4.9 Penilaian Toko,
GELANG KIDS ANAK HELLO KITTY TETES - EMAS 17K - BUNGA TANJUNG GOLD,6.831.000,,4.9 Penilaian Toko,
GELANG SISIK NAGA VARIASI F - EMAS 17K - BUNGA TANJUNG GOLD,19.927.000,Pilih Lokal,5.0,1 terjual
GELANG RANTAI SEGITIGA - EMAS 17K - BUNGA TANJUNG GOLD,20.714.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG BANGLE TINJU PLAT BLINK A - EMAS 17K - BUNGA TANJUNG GOLD,35.397.000,Pilih Lokal,1.0,1 terjual
GELANG RANTAI CHRISTMAS LY C - EMAS 17K - BUNGA TANJUNG GOLD,10.126.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG KIDS ANAK BANGLE MELODY A - EMAS 17K - BUNGA TANJUNG GOLD,6.817.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG SERUT KOIN ARSIR - EMAS 17K - BUNGA TANJUNG,5.544.000,Pilih Lokal,4.9,17 terjual
GELANG KIDS ANAK BANGLE HELLO KITTY WATERMELON - EMAS 17K - BUNGA TANJUNG GOLD,6.293.000,,4.9 Penilaian Toko,
GELANG NEW ARRIVAL 13 - EMAS 17K - BUNGA TANJUNG GOLD,14.159.000,Pilih Lokal,4.9 Penilaian Toko,
CINCIN RABBIT DOLL BOLD - EMAS 18K - BUNGA TANJUNG GOLD,5.796.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG BANGLE ARSIR BUBBLE BOBA POP - EMAS 17K - BUNGA TANJUNG GOLD,36.515.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG BANGLE TETES SLIM - EMAS 17K- BUNGA TANJUNG GOLD,13.165.000,Pilih Lokal,5.0,2 terjual
GELANG SERUT LUXURY - EMAS 17K - BUNGA TANJUNG GOLD,7.809.000,Pilih Lokal,4.9,154 terjual
GELANG KIDS ANAK FROZEN ELSA - EMAS 17K - BUNGA TANJUNG GOLD,7.700.000,,4.9 Penilaian Toko,
GELANG BANGLE POLOS OVAL A - EMAS 17K - BUNGA TANJUNG GOLD,17.830.000,Pilih Lokal,5.0,2 terjual
CINCIN RANTAI BOLD - EMAS 18K - BUNGA TANJUNG GOLD,6.426.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG WIRA SISIK NAGA HOLLOW ARSIR - EMAS 17K - BUNGA TANJUNG GOLD,5.713.000,Pilih Lokal,5.0,1 terjual
GELANG KIDS ANAK DISNEY DAISY DUCK FLOWER - EMAS 17K - BUNGA TANJUNG GOLD,5.465.000,,4.9 Penilaian Toko,
GELANG SERUT FASHION KATAK B - EMAS 17K - BUNGA TANJUNG GOLD,13.634.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG SERUT HATI SNOWBALL - EMAS 17K - BUNGA TANJUNG GOLD,9.439.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG BOBBA BUBBLE POP VAR HATI PITA B - EMAS 17K - BUNGA TANJUNG GOLD,23.074.000,Pilih Lokal,5.0,1 terjual
GELANG RUMBAI MICKEY MOUSE - EMAS 17K - BUNGA TANJUNG GOLD,4.982.000,,4.9 Penilaian Toko,
GELANG SERUT DISNEY MICKEY HOLOGRAM - EMAS 17K - BUNGA TANJUNG GOLD,8.390.000,3 terjual,5.0,
GELANG PAPERCLIP VARIASI C - EMAS 17K - BUNGA TANJUNG GOLD,36.970.000,Pilih Lokal,5.0,2 terjual
GELANG KIDS ANAK DISNEY MICKEY MINNIE C - EMAS 17K - BUNGA TANJUNG GOLD,5.506.000,,4.9 Penilaian Toko,
CINCIN UNTIR TINJU BOLA BOLD - EMAS 18K - BUNGA TANJUNG GOLD,5.922.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG SUPER FLAT KUPU KUPU - EMAS 17K - BUNGA TANJUNG GOLD,8.784.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG SERUT TAS WARNA - EMAS17K - BUNGA TANJUNG GOLD,8.259.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG KIDS ANAK MELODY BULAT - EMAS 17K - BUNGA TANJUNG GOLD,8.784.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG 91 - EMAS 17K - BUNGA TANJUNG GOLD,6.636.000,Pilih Lokal,5.0,2 terjual
GELANG SERUT WILLOW LEAF DAUN B - EMAS 17K - BUNGA TANJUNG GOLD,9.646.000,Pilih Lokal,5.0,4 terjual
GELANG BANGLE KIARA LISTRING - EMAS 17K - BUNGA TANJUNG GOLD,20.714.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG SERUT PLAT LISTRING - EMAS 17K - BUNGA TANJUNG GOLD,9.964.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG HOLLOW VAR PITA - EMAS 17K - BUNGA TANJUNG GOLD,9.701.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG SERUT HOLLOW VAR KOTAK - EMAS 17K - BUNGA TANJUNG GOLD,8.942.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG BANGLE PIRAMID - EMAS 17K - BUNGA TANJUNG GOLD,28.711.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG KIDS ANAK HELLO KITTY SANRIO - EMAS 17K - BUNGA TANJUNG GOLD,5.837.000,,4.9 Penilaian Toko,
GELANG RANTAI PLAT BOLA SHIMMER - EMAS 17K - BUNGA TANJUNG GOLD,15.994.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG SERUT SISIK NAGA SQUARE - EMAS 17K - BUNGA TANJUNG GOLD,8.442.000,Pilih Lokal,5.0,20 terjual
GELANG KIDS ANAK MELODY FLOWER - EMAS 17K - BUNGA TANJUNG GOLD,5.506.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG GEOMETRI EMAS 17K BUNGA TANJUNG GOLD,26.334.000,Pilih Lokal,5.0,9 terjual
GELANG SERUT BOLA CLOVER WARNA - EMAS 17K - BUNGA TANJUNG GOLD,8.259.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG PAPERCLIP RUMBAI HATI TOSCA LY- EMAS 17K - BUNGA TANJUNG GOLD,18.599.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG BANGLE FLAT BOLA SHIMMER B - EMAS 17K - BUNGA TANJUNG GOLD,38.281.000,Pilih Lokal,4.9 Penilaian Toko,
CINCIN FLOWER CLAP BOLD - EMAS 18K - BUNGA TANJUNG GOLD,5.292.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG BANGLE HATI BLINK A - EMAS 17K - BUNGA TANJUNG GOLD,9.439.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG UNTIR VAR BUNGA - EMAS 17K - BUNGA TANJUNG GOLD,6.686.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG ANAK HELLO KITTY TETES - EMAS 17K - BUNGA TANJUNG GOLD,7.342.000,,4.9 Penilaian Toko,
GELANG RANTAI PLAT VARIASI MATAHARI - EMAS 17K - BUNGA TANJUNG GOLD,13.110.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG UNLIMITED LEAF BLINK - EMAS 17K - BUNGA TANJUNG GOLD,33.907.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG SISIK NAGA RINGAN VARIASI B - EMAS 17K - BUNGA TANJUNG GOLD,8.390.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG SANRIO LITTLE TWIN STAR A - EMAS 17K - BUNGA TANJUNG GOLD,5.216.000,,4.9 Penilaian Toko,
GELANG SERUT PADLOCK - EMAS 17K - BUNGA TANJUNG GOLD,7.452.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG SERUT HATI 3 BLINK - EMAS 17K - BUNGA TANJUNG GOLD,9.439.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG SISIK NAGA RINGAN BOBBA - EMAS 17K - BUNGA TANJUNG GOLD,8.915.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG BANGLE PEARLY B -  EMAS 17K - BUNGA TANJUNG GOLD,8.653.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG VAR BULAT - EMAS 17K - BUNGA TANJUNG GOLD,9.439.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG SERUT PITA WARNA - EMAS 17K - BUNGA TANJUNG GOLD,5.768.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG KIDS HELLO KITTY B - EMAS 17K - BUNGA TANJUNG GOLD,7.342.000,,4.9 Penilaian Toko,
GELANG KIDS ANAK DISNEY MICKEY BOBBA - EMAS 17K - BUNGA TANJUNG GOLD,6.583.000,,4.9 Penilaian Toko,
GELANG KOIN PLAT SHIMMER - EMAS 17K - BUNGA TANJUNG GOLD,8.653.000,Pilih Lokal,4.9 Penilaian Toko,
GELANG FASHION PAPERCLIP UNTIR - EMAS 17K - BUNGA TANJUNG GOLD,17.305.000,Pilih Lokal,4.0,1 terjual
GELANG SERUT PAPERCLIP CLOVER - EMAS 17K - BUNGA TANJUNG GOLD,5.702.000,Pilih Lokal,5.0,97 terjual
GELANG CHOKER SERUT - EMAS 17K - BUNGA TANJUNG GOLD,13.015.000,Pilih Lokal,5.0,68 terjual
GELANG SERUT ARSIR - EMAS 17K - BUNGA TANJUNG GOLD,8.924.000,Pilih Lokal,4.9,118 terjual
GELANG TALI BUNGA TERATAI CHARM - EMAS 23K - BUNGA TANJUNG GOLD,378.000,Pilih Lokal,4.9,224 terjual
GELANG EMAS CARISSA TWIST CHAIN - EMAS 17K - BUNGA TANJUNG GOLD,1.050.000,Pilih Lokal,4.9,20 terjual
GELANG SERUT CLOVER DISCO - EMAS 17K - BUNGA TANJUNG GOLD,9.048.000,Pilih Lokal,4.8,87 terjual
GELANG 2 LAYER SANTA BOLA VARIASI - EMAS 17K - BUNGA TANJUNG GOLD,10.040.000,Pilih Lokal,5.0,11 terjual
